audiocap_id,youtube_id,start_time,caption
74524,enJo3_Ho5D8,60,a loud industrial motor in operation
76503,gFchNBYoSwA,30,"a group of people are talking and communicating with each other, and a pig honks a few times"
74526,enQWcDcqHgU,140,"muddled voices are speaking over a loud speaker in the background, followed by vehicle acceleration and wheels skidding"
74521,enAv6jWNHN0,200,a person talking and typing and clicking noises
74520,enACDT3d8vo,100,a vehicle moves nearby
74523,enHT8GT1mJs,440,a person is snoring while sleeping
74522,enCzROqI-X0,160,children speak as hissing occurs
71078,cGEzBhOevJM,30,light wind and ducks quacking
74529,enW2wrcQqsw,30,a duck quacks repeatedly
74528,enUU9uBIC20,30,"a person talks in the distance, and then laughs, followed by a yell and more laughter"
42362,Jkv0tQxxlpQ,160,a man speaks and crumples an object
42360,JknhsViZAjI,30,a series of dog barks followed by a pig oinking and squealing
42361,Jkr3u5LAUmg,12,an emergency siren sounding off slowly
42366,Jl2O8JHHEPw,0,a dog barks and growls repeatedly as humming occurs
42367,JlCny-fs5-A,17,waves crash against a shoreline and wind blows heavily
42364,Jl0jd63xumE,10,some object is hit followed by a drill tool working
42365,Jl0xgJD835M,30,light repetitive ticking with some rustling
42368,JlDJ2uk_HB8,9,a vehicle engine runs and people speak before a goat bleats
42369,JlJOivJCYtQ,30,a vehicle engine idles and revs with humming occuring briefly
76502,gFbRgyVBh6s,0,sheeps bleat as humming occurs and people speak
18358,6dVpTQHQkwQ,30,an adult female is speaking
18359,6dWSs2-rGdA,30,buzzing vibrations
11091,3TESYFIOg3M,30,"a large engine is running, a horn toots, and a swoosh occurs"
33974,EWK2RuChnRY,30,horns are triggered and people talk while several vehicles move
52493,QMtHNkHNVRA,110,two men speak with one another
18354,6dRclLlmDJw,30,a cat meowing followed by a brushing noise
18356,6dVbIfBdKas,30,pumping noise and water splashing
6266,1VudZZ5XY6Q,20,electric bells ringing
6267,1VvEmCXxm3w,30,dogs are growling
6264,1Vk7wAjtFA4,40,typing on a computer keyboard
6265,1VtW0uDJbUg,30,a woman is giving a speech
6262,1V_wmHuk6x0,30,explosions and repeated bursting gunfire
6263,1Vf0l2lIh6Y,310,a truck is revving its engine
6260,1VZWqCzCPkQ,0,a clock ticking and ringing
19419,78BbCDYVXTU,20,electronic noises are made in a rhythm while someone laughs
6269,1VxTIXI55us,27,an adult male speaking followed by a sliding door shutting
18352,6dPOgDPbPeg,30,baby crying and some men laughing and talking
18353,6dPeWu46U6E,180,musical notes as water flows and footsteps splash
84156,lotb8RGXxcQ,30,vehicles move nearby
70318,bjmx-_TA8iw,10,a dog whimpers nearby
70319,bjqGMU22UOo,470,a child is speaking while a dog barks in the background followed by a woman speaking
70312,bjUcfTY257Y,20,a man speaking while birds are chirping and tweeting in the background
70313,bjWaP1HitMA,50,sander running and sanding wood
70310,bjHPNqGWmcE,0,a heavy rain with thunderstorm
70311,bjRI2OrPOjY,0,a cat meows repeatedly then scratching occurs
70316,bjdhhTg_jsU,30,a clock ticking as a man is speaking
70317,bje4ARjmuEM,280,a woman speaks then uses a drill
70314,bjapmt5yH_w,250,a woman speaks and moves dishes around
70315,bjbRwaEtQXA,70,a person speaks then a toilet flushes and water drains
42986,K9QxnwadT64,70,multiple frogs vocalize together
42987,K9UiWq9zu90,160,light rustling with scraping and banging and then a man speaks
42982,K9KdTtdCRWw,30,multiple telephones ring while a distressed man grunts and things are smashed
42983,K9LAzoUYZI8,110,an engine hisses while blowing off steam
42980,K9IP7j7yHqE,10,a few people laughing at once
42988,K9VErlUVemg,130,high pitched buzzing and intermittent hissing
42989,K9VVnbspEHU,20,a helicopter flying in the distance
38016,H-JLvD6AtQE,120,a man speaks and crumples an object
38010,H-6D6f7mkTo,0,railroad crossing bells ring as a train approaches and blows a horn
1739,-eyj-CwoHRw,30,crinkling of paper or plastic and then a man speaks
1738,-ey8m2tHN5k,30,a female giving a speech
1731,-ejXrr7JYtM,30,loud snoring over and over
1730,-ej17LDVOJc,22,a cat meows once
1733,-eqHJJJHy9o,360,drumming and people speaking
1732,-en-yFsmIO8,370,a helicopter hoovering in mid air
5234,15LCVOb_j-s,29,door opening followed by young man scaring a young women
1734,-essyyKfJao,310,"sizzling, a man speaking"
1737,-exNedoHd3U,30,the sound of car are heard with a crackling noise in the background
1736,-ewnP5Xc_WY,23,a man speaking over a motor running
6909,1knxbrHS1xI,0,beeping followed by silence
71044,cFAubwiH_eA,9,multiple explosions occur and beeping takes place
71047,cFHC-1uZbig,410,objects are moved around then a man speaks
71046,cFB_1EjhYwM,6,a vehicle accelerates and then an engine revs down
71041,cEn0wIWGjy4,580,food sizzles while frying and a woman speaks
71040,cEjcJDoz-4w,25,a person is typing on a computer keyboard
71042,cF0EzqLvGS0,370,men speak then someone whistles
71049,cFOBP9t82i0,70,a woman speaks and moves dishes around
11098,3TNOTe8h8AU,30,the wind blows and cars pass in the distance
52498,QN0z_FAqURM,110,laughter and rustling followed by a brief silence
87074,nyKw3OorskA,60,humming occurs as a train approaches blowing a horn
17959,6ShwKu6Os8E,0,male burping and baby laughter and male laughter
17958,6ShOqGWkxx4,30,high winds are gusting and blowing followed by a tapping noise
87071,ny871hTVWLA,30,a helicopter engine runs and hisses
87070,ny5dQH90pzo,30,a man talks while some steam flows
87073,nyB_WEeEAIg,120,a helicopter engine
87072,ny87EOm3gEs,220,birds vocalize continuously
17953,6SYJzLNtrWQ,30,beeping sound with an explosion
94926,txDwyI1tP4Q,50,insects buzz and birds chirp while a man speaks
17951,6SUzyFaFPnw,30,a baby laughing with a dog barking
17950,6SOTtKOTPFw,70,"siren of emergency service vehicle, approaching and becoming loud as traffic swishes on roadways"
17957,6SfzejnGjWE,14,a man speaks and begins to laugh
17956,6SbU6lpm_EM,330,a motorcycle engine revs then someone begins talking then the engine revs louder
17955,6SbDaC9Cnd0,0,loud continous beep
17954,6SaYApzBWKs,350,a beep followed by a youngish male voice and then a second beep
11099,3TNl40gKxxE,30,water is splashing and people are talking and yelling
89025,pS3c0UhF4Dw,110,a train moves passing by while the horn is triggered and a bell rings
11286,3YRHXBx7M-o,0,"telephone rings and woman speaks, music plays and she sings"
82164,kMbzCVYxOeY,30,water splashing with rustling then a woman speaking
82165,kMhJBYERn3A,16,a speech between two persons
82166,kMkB4EL6pZg,320,a woman talks as a siren blares sporadically
82167,kMm98iDp240,30,splashing with ducks quacking and men speaking followed by gunshots
82160,kMPufQ3o8SU,15,ticking with some musical notes then a person screams and another speaks
82161,kMTFnbkcANY,0,a couple of creaking noises
82163,kM_28S6mglk,330,a man speaks as food sizzles while frying
82168,kMue5y9k3ZE,90,a man speaks as a machine runs followed by a saw cutting a solid object
82169,kMvb_9XJWjQ,20,a stream of water runs and a beeping occurs
12419,403d_pFpvx4,26,"an adult male is speaking, and members of a crowd clap, cheer and whistle"
12418,4039kI45_yo,30,"a crowd of people are clapping and cheering, and an adult male is speaking"
12411,4-mdO32lM9o,590,a man talks and a package makes a crinkling noise
12410,4-knqFh6Rdo,30,steam is hissing and a man speaks
12413,4-nx7nOna50,30,train accelerating followed by train horn
12412,4-nUyWv5xEU,30,infant crying with speech in the background
12415,4-wEqDFgWeI,370,a person whistles and people speak
12414,4-ruGNp_CoE,11,water is splashing and a car passes by
12417,402tNFGY23Q,30,a motor idling and clicking while a man speaks
12416,400GSZvGFQA,23,an engine is revving
96388,v5OyNX-BXHA,0,a train horn blows and crossing bells ring as the engine approaches and passes by
47745,NG8Gnl6es80,30,a man talks and continues to do so after a plastic bag rustles
96383,v5I7xEdQ6Us,20,a car motor noise and an acceleration sound
96382,v5CkqZ3an1Y,40,an electric motor works
96385,v5JDDPtMASA,20,humming occurs and a door opens
96384,v5JAmkyRk4c,20,a person is snoring while sleeping
96387,v5NeIf9jrUc,1,a vehicle engine runs and a horn honks a tune
96386,v5M_eNWSsdE,10,birds chirping while a person is taking quiet footsteps
5656,1FxW00i4cIk,30,rain is falling and thunder cracks
85282,mcqYTfEHRoQ,40,a race car accelerates repeatedly with tires squealing
94107,tIdUclmL9IM,60,a man speaks while rattling keys followed by a door opening and squeaking
28617,BcWaoTFPmfU,100,a motorcycle accelerates and men speak
38827,HV3vS59FQww,50,crackling occurs then a goat bleats
85285,md2tKNeESCE,4,a woman speaks and a cat meows
65570,ZMvi4qw7szk,430,people laughing with some light distant clicks
65571,ZMxYu5jQdMs,30,a motorcycle engine revs and idles
65572,ZMziB_u-0PY,190,"a sewing machine hums and then begins to sew, first hesitantly and then steadily"
65573,ZMzxBnvmOUg,30,high pitched drilling followed a male speech
65575,ZN11tEulRvw,30,"many winged insects are buzzing, birds chirp briefly in the background, an adult male and adult female speak, and stone scraping occurs"
65576,ZN6adz2cz7o,30,an angry animal growls as a frog croaks
49049,O5fU7Nm1a1E,170,people speak and someone sneezes
49046,O5YgHcNWfzA,40,a toilet flushes and water drains
49047,O5_O36O4mYg,30,a man speaking followed by a beep
49045,O5XuXSOB7H8,0,birds vocalize and rustling occurs as wind blows lightly
49042,O5SkZNkWhZg,480,food sizzles while frying and being stirred
49043,O5TvNHualyA,30,a helicopter engine runs and hisses
49040,O5MjK0TO0YU,220,hissing occurs and a humming occurs with clicking
49041,O5RQn9bfmac,100,a man speaks and types on a computer keyboard as music plays in the background
87325,o8S6Ytgq0QA,30,a bell rings out repeatedly
69283,axOkcNpjyb4,30,a siren wailing accompanied by a car engine idling
87324,o8QNBMq1DzA,30,whooshing and special effects sounds occur
87327,o8fgm0HEc-M,30,a man speaks followed by some liquid flowing
2543,0-Oh28jui3k,40,a person snoring loudly
2542,0-II7njK2gc,170,two men speaking while working with tools
2541,0-GwhJ5Rfh0,30,a large motor vehicle engine is running
2540,0-GBVCXcBGY,30,train horn is honking
2547,0-Xc6oWa9hs,9,a man hitting a door and breathing heavily
2546,0-RZreFbM0I,11,"people are talking , water is splashing"
2545,0-RK76B-ZGU,80,sewing machine operating with people in the distant
2544,0-PupaGPZoQ,0,"wind whips past, humming of an engine"
87321,o8KNjEgpX1k,0,a young boy laughing then speaking as plastic clanks once with a woman briefly speaking alongside insects chirping in the background and wind lightly blowing into a microphone
2549,0-YFFFkA5YU,20,a man pours liquid into a pot
2548,0-YCMBwMctU,10,male speaking with a sudden popping sound
45803,M-FrZnJhs-I,140,a vehicle accelerates skidding and causing tires to squeal
41387,J8WJZL4gof0,30,a man speaks then laughs with others
57209,Ta4EPkLLLCc,30,a liquid is sprayed onto a hard surface
57208,T_x0M71CKOo,50,a toy laughs continuously then speaks and a child laughs
57207,T_vphyEw7Po,2,humming of an engine with a man speaking
57206,T_u4Lt44sSQ,60,insects buzz and wind blows as objects are moved around and hissing takes place
57205,T_miD7Cn9lg,23,a vehicle horn honks repeatedly and loudly
41386,J8PKBIqwpB4,100,a man speaks as crickets sing and birds chirp while a vehicle engine runs
57202,T_jJ_WX3Bhw,12,wheels slide followed by a clank
57201,T_iuImHtqUI,10,an infant cries continuously
57200,T_fmbz15Ehk,0,a vehicle moves while an emergency siren is triggered
46548,MVBrSuk6te4,20,gunfire occurs continuously with explosions and whooshing followed by a horn honking
46549,MVDZbYCQNEI,2,a hiss is followed by an explosion
46542,MUz7PD06rVk,30,several birds making different types of bird calls
46540,MUy7GkTpT7w,80,a small horn toots a few times as a motorcycle engine runs in the background
46541,MUytX516L8w,30,sizzling noises from food frying
46547,MV981a8TDso,2,a woman speaks while an alarm rings and a clock does tick-tock
46544,MV3dA5sJ8Dg,30,a baby sniffling and crying
46545,MV4WTmjqEQQ,30,birds hoot as they make clattering sounds by walking on a surface
17139,650eIIKQt4w,30,spray can shakes then sprays
52528,QOQWbvxe8F4,160,adults and children laughing followed by a boy and girl speaking
39895,IAj42xYHMWQ,30,a clock does tick tock while bells ring
52521,QNvZB3TatEU,240,a child speaks and types on a computer keyboard
52520,QNvW362Ox14,30,music plays as a constant beeping occurs and whooshing occurs
17133,64vGcS5-5vs,40,a person speaks followed by a bus engine rumbles as it drives
17132,64uHtAnv45Q,0,water is splashing and a child speaks briefly
52525,QOB3X1y8rec,30,a vehicle engine idles and vibration occurs as a man speaks
17134,64xAApRlaps,80,a man is talking while out of breath
17137,64yOcCv8af8,0,a woman talking and a door closing
17136,64y0yHp1d6E,150,"people speaking, car engine running and rain"
902,-KupNr9LL5k,30,a dog is barking in the distance and begins to get closer. the neighbor of the dog greets his barking by talking to the dog
903,-Kxoxq7zwnU,30,"the woman tries to lose weight, but has very low self-esteem"
900,-Kt0F1UuBdc,18,engine idling and revving up
901,-KtFZMN7_Bw,90,water dripping in the wind
906,-L-J0sOJrRo,30,multiple people talking at same time before sound of vehicles revving
907,-L-Q4ufdC2o,13,a man speaking and an engine revving up
904,-KzyrhBfrY8,30,engine of plane flying over while people laugh and talk below it
905,-Kzza7idn94,180,door opening and closing gunshots in background
60432,VnPHtStWZSQ,30,a man yelling amidst popping and bursting sounds
60433,VnXdUgRmbK4,0,a vehicle engine runs and people speak
908,-L3DodwBENA,0,several horses galloping by and bird noise
60431,VnP3pUN5ExY,0,a bird speaks and whistles
60437,VnjS3-Ia0B8,240,bell tolling at different tones
60434,Vn_Eca-fd74,25,an emergency vehicle siren sounds then a man speaks
60435,Vnbhrxj5GKI,60,a horse neighs and does clip-clop followed by a woman talking
83834,l_nRvEwY1Ww,30,a man and child speak as a vehicle engine runs
83837,l_wSgSe6Fjw,150,a woman speaks while some material is crumpled
64223,YQobXRBJ4yw,30,a machine motor hooting and rumbling on a metal surface as wind blows into a microphone followed by a man talking
64222,YQnsaQTw3Xg,10,some metal objects are tapped
64220,YQieNNdtbY8,20,rain falls on a surface
64227,YQy55EiXDAY,30,an infant cries while children speak
64226,YQtKNEOcwbo,12,a small motor revs over and over and hums
64225,YQs-zhkjm1Y,22,a large crowd applauding
48391,NemO1GSOwEc,150,paper is crumpling along with several taps on a surface
48390,Nekw07Vuf7s,19,several vehicles move and horns are triggered
64229,YR3IVDnP_SM,290,a woman is speaking and birds are singing
39899,IAosP90cdsE,30,an engine chugging loudly with muffledspeech in the background
48395,NeyWRXNqb7k,30,a vehicle accelerates then a siren sounds briefly
48394,NeuFvAzcDaI,20,the sound of an aircraft
48397,Nf0K0I00WMY,30,high wind with music in the background
48396,Nf0FkiTiokA,200,a power tool makes drilling noises followed by a man speaking
99298,xGf558eOyUk,60,wind blows and a toilet flushes draining water
43991,Ko0SPvN3DNk,40,a baby cries while people whisper
99292,xGBI9duFTSM,570,multiple sounds occur while someone walks in a video game
99293,xGFjGm-V1dI,10,an audience gives applause
99290,xG7YMRmujIY,10,a person speaks on a radio while an aircraft passes by
99291,xG9Qx9sDtIg,30,tapping occurs briefly while a saw runs
99296,xGdnl8sht7Y,10,a hissing occurs then a loud pop
99297,xGeOis2jhiM,5,"a little girl speaks, a man speaks, a woman laughs, and a pig snorts"
99294,xGQMO5gCJVc,18,very faint breeze and leaves rustling
99295,xG_HDJCFNtg,0,a siren wails loudly and someone speaks
43995,KoJzh2lTOjk,250,a loud belch is expelled followed by the laughter of young female children
45015,LUhVxFSM5Ck,30,buzzing  of insects in the background with one louder buzz
45014,LUh3VLYQWik,0,a spray is released constantly
45017,LUkXnb7LpLk,28,Something hisses while two men talk.
45016,LUialc4en3w,230,wind blows strongly while an aircraft engine works
45010,LUXtXYRLIYg,120,an engine runs and knocks extremely loudly with hissing taking place and objects being moved around
45013,LUbdyYFqKl0,40,several kids talk nearby
45012,LUavNxmgxD4,120,"A group of people are talking, and a woman speaks with insect noises"
45019,LUua3EwSsuk,30,"A clock chimes, ticks, and plays a tune with a man breathing quietly."
53036,Qi8oyzaamT4,100,a motorcycle engine idles and revs then turns off
63165,XhYGc-hCVNk,360,humming occurs with thumping then a train engine runs and horn blows
63164,XhV8DCTJprk,30,a click occurs and wind blows while a vehicle passes by
63167,Xhd6u2347IQ,340,a large number of ducks quacking continuously
63166,Xh_SSF1U2bA,50,fire engines sound as traffic passes
63161,XhQPV5Rg9Ug,30,a dog softly barks and then howls and goes back to barking softly
95679,uW52abJQsdI,30,"distant voices and the whine back a male, adult speaking slowly and naturally into a mike, followed by a louder male voice"
63163,XhSfRaKK6HI,40,an engine works nearby
63162,XhSTe0ww958,170,a vehicle engine runs and a man speaks while music plays then a helicopter engine runs
95674,uVoiEFFEs2Q,20,a vehicle accelerates and people speak
95675,uVtFdTXubYg,30,a man is speaking as a bus engine is idling
95676,uVzRaM4RENk,30,a machine makes loud noise as music plays in the background
95677,uW23glQmwmY,0,a man gives a speech then an audience gives applause and cheers
63169,Xhf_CwHfbmE,0,a car horn honks three times as birds chirp in the distance
63168,XhdMxSXmW3I,280,"a man talks, a keyboard clicks"
95672,uVeRbLUG1sg,10,a man speaking followed by two children speaking
95673,uVgh08gNYAw,30,a vehicle engine idles loudly nearby
80210,iuXb1ckkpwE,300,insects buzz as hissing occurs
42028,JYuF9lxcCZM,0,a motor engine idling
34275,EgqVnj6zLco,30,horses trotting lightly as a man speaks briefly in the distance followed by bells softly chiming and wind blowing moderately into a microphone while an animal breathes alongside gusts of wind
34274,EgmMF_zNe6g,30,a woman and child speak and laugh
34277,EgwU9DGJ4M4,130,a man speaking followed by rustling and whitling and then more speech
34276,EgrplbsllUA,13,trees rustling accompanied by a chirping noise
34271,EgjXn0pUIok,450,speech along with a sewing machine
34270,Egj5f_Byy6I,30,a man speaks while several people applaud
34273,Egm6ozSqjvg,17,a car revving followed by a woman yelling
34272,EglCLrZ2wHk,23,an engine hums and speeds into the distance
8628,2SVxWOFUskc,30,a dog is barking
8629,2SWpeUTSnmc,20,somebody fiddling or tinkering with a small object
50315,OuY5tNqHYTE,30,people speak as music plays and a hollow object is placed down
50316,Oudu4F9j_lQ,200,hissing occurs then a child speaks
26653,Ag8Uchjg_Pg,0,a door opening and creaking
26654,AgD4kItAlNE,30,heavy rainfall
26655,AgDIbkzgmnQ,4,animals making noises in the background
50312,OuTV05oX-jw,0,steady trickle of water
92548,s6Gye5NMOxc,390,birds chirp as someone rubs an object
26658,AgIp1qvt9y4,0,cracking followed by a man speaking
6419,1ZxjZrNfTj8,80,man speaking followed by several gun shots and more speech
92545,s69qU4rx7SU,30,rattling occurs as spraying takes place and people speak in the background
92544,s69IRYvTw0c,30,liquid is sprayed onto a hard surface
50318,Oueq_RqjeDE,120,rain falls onto a hard surface and music plays
50319,OuhufL5sv4Y,340,a man speaks and types on a computer keyboard
92541,s5uy8C1onOM,40,a man speaks as a vehicle engine runs slowly
6418,1Zv1QUDFZhU,20,a person talks fast and sobs
66261,Zq8iR21yH9g,30,a vehicle engine idles as another vehicle runs and passes by
66260,Zq8UkUAhLZQ,30,an engine idles while people holler and cheer
66263,ZqDZsbL-TlM,30,a baby laughs loudly and frequently and an adult  laughs
66262,Zq9YmdKR4Lw,30,spraying along with clicking
24249,9WW-STZrbxs,16,low-frequency oink noise
24248,9WVxtBV0bp0,30,man speaking and cheering crowd
66267,ZqLXmCr850M,30,a sustained spraying sound accompanied by sporadic banging noises
66266,ZqI4LFeBLw0,110,several ducks quack nearby
66269,ZqQ9ik2nLnI,30,a vehicle engine runs and people speak
24244,9WOgsiNnTZk,30,train horn honking loudly followed by train chugging by quickly
24247,9WVl90x_5vc,7,engine starting and idling
24246,9WTep-Lw1vw,40,a sewing machine runs on and off as a small dog barks
24241,9WKnezU3zzE,290,an electric drill is being operated to put a screw in place
24240,9WHzJ3rSM84,10,a woman talks followed by a dog barking
24243,9WOdn4Pw050,570,vehicles driving down wet road
24242,9WMyAhVjtas,30,an engine runs and changes gears and an air brake hisses several times
72044,czlKS3mPgyA,20,a music is played followed by birds tweeting
68851,afAxovFnV-k,30,a machine runs and hisses
68852,afGQjR64hXk,240,an audience gives applause then a man speaks and they cheer giving applause once again
68853,afGpptxz_qE,90,dishes are moved around as people speak
68854,afI8T4_hCwQ,20,a vehicle engine idles
72041,czh_M-DRaLs,30,birds chirp and thunder roars
72042,czjK3KwUsvc,440,rain falls onto a hard surface and a vehicle runs
72043,czk_Jc2h5N0,170,loud vibrations of a power tool followed by a man speaking
68858,afQXRotT25Y,9,man speaking and a fog horn blowing and bell ringing followed by explosion
68859,afUN_J3o-4M,100,a door opens squeaking then a man speaks while using a drill
72048,czzHXQjNYiw,30,a pigeon cooing and squeaking
72049,czzh9CJK2LY,440,water running down a stream music and man speaking
73796,eEkBsPyhYO4,460,gunshots occur and a man grunts
73795,eEjuXNA2WP4,190,a man speaks and crumples a solid object
73793,eEYargWaQUU,10,a helicopter engine whirring
73792,eEVU7HqtrKo,70,a man snoring loudly
73791,eETUdjZY2aA,390,camera muffles followed by multiple puppies whimpering while music plays in the background
73790,eEOEPZG8SbI,30,several people laughing with a duck quacking
15300,5FpYGK5F1CU,30,a man delivers a speech
73799,eEzQPxLOl_Y,210,children speak and cheer as water flows and splashes while wind blows lightly
73798,eEoRqdkfBPw,530,water flowing moderately in a stream
15302,5Ft6uV8NKvM,520,"insects are buzzing, shuffling is present, and an adult female and male speak"
15303,5FwD4NnwfK0,22,a fast moving stream gurgles as children are playing in the background
24,--RBwc_VFYA,30,water is running and birds are chirping in the background
25,--S8uRrPDow,0,a sibilant sound caused by a rigid object sweeping through the air
28625,BcrI-GOGWTw,40,people talk nearby and wind blows as sheep bleep multiple times in the distance
27,--V9KO_QLxk,30,a regular fast ticking
28623,BcoVxZNPpiY,30,"a child speaks nearby at moderate volume, and then chants"
21,--Nu0Zp5uSA,30,he is giving a speech
22,--P4wuph3Mc,0,"a car speeds by with a very loud engine, afterwards a mans voice is heard over a loudspeaker"
23,--PG66A3lo4,80,gun shots then automatic gun sounds
28,--WMXeElXSw,0,"an ambient engine sound, brief quiet brake squeak, and an indecipherable word in an adult man's voice"
29,--YiwOrObMM,60,a bird is making noises in the distance
28628,BcyW520RsnE,30,a man speaks as hissing occurs
79540,iP0MyswFYNE,30,a man speaks and whistles
79541,iP1P5nlLinI,170,a man speaks and types on a computer keyboard
79542,iP2rAqx7ZLk,23,a hydraulic door closes and clicks
79543,iP8CZROq5fE,0,an engine runs unevenly
79544,iP9812ZdG_A,0,a gunshot occurs then a man speaks as humming occurs
79545,iPB6rrmBh0M,40,typing on a computer keyboard at moderate speed
79546,iPFMuhmgKT4,30,a man talking followed by a cat meowing
79547,iPGbDshbeuI,140,a small engine runs as people speak
79548,iPIGoScYduI,210,a child screams and laughs as a man speaks
79549,iPQJPxYKcN8,40,crinkling with a person speaking
50028,OkduNj8JYAI,370,a train horn sounds in the distance as hissing occurs and railroad tracks clickety-clack squealing
66485,_--1U2cwls8,110,"as music with an african flair plays someone laughs hard, sighs and finally there is a big thump with birds tweeting"
66484,Zzx8jtyEAfw,30,food sizzles while frying and hammering occurs
31998,DRSiR-dkmU8,60,a small dog barks followed by some rustling
66480,ZztV2GfZuqk,80,a woman speaks and crumples an object
66483,Zzwta8rYXwY,10,an airplane engine rustling from a distance
66482,ZzwXC2O62IA,0,"a fan hums in the distance, followed by a toilet flushing nearby"
31993,DRGGKJzKy6Y,60,a person is snoring while sleeping and other people laugh
31992,DRApiKr0ruo,280,someone crumples paper and talks
31991,DRAE6T2bL5g,30,sirens ring in different tones
31990,DR9BhZidfss,100,a person burps repeatedly
66489,_-69eUMYz6Q,270,a surface is rubbed followed by a man speaking
31996,DRMu62xZDj0,180,music plays and a insects buzz while a man slurps and speaks
31995,DRIjago-qOk,220,a steam engine runs and hisses as people speak
31994,DRGvn6o7sc0,110,an aircraft engine runs while people speak and a bird vocalizes
93639,svhcfuKbdAY,40,splashing water with a man speaking
93636,svb4GW1kcZM,20,a horn honking with an engine running by loudly
93637,sveWt-6lAfw,30,a man speaks while birds tweet
93634,svVtOt0GZII,140,soft rustling with brief sniffling and white noise
93635,svZuoDdDgL4,20,water drains and splashes
93632,svMSD181yFw,0,a child speaks and a baby cries
93633,svOs2jratHM,220,a machine runs and tapping occurs then a man speaks
93631,svKYj1rBIAQ,50,a vehicle engine runs and rumbles as people speak
60883,W71HwJrb35o,10,the muppets talking and crying
60882,W6zCQ8_TO6Q,50,the clip-clop of horses trotting through water and then neighing
60880,W6p0dpRyYPc,30,several ducks quacking together
60887,W7607sM5PnU,20,a child burps loudly and speaks with a woman
60886,W74YezK2mgs,20,baby laughing man chuckling
60885,W7482EL9TZE,30,spraying takes place with a light tapping in the background
60884,W71ud5apgAI,190,a loud sizzling noise followed by a male voice talking
60889,W792aBPDhwc,280,a subway train running on railroad tracks as a train horn blows several times and wind briefly blows into a microphone
60888,W78yhPyHPsw,30,mechanical movements get faster and slower corresponding to a light clicking sound and quitting altogether before a small thud
23978,9N77i-nheQ0,70,a song plays in beeps then a man speaks
23979,9N88mVf6BHM,0,an english speaking woman opening a package
23972,9MkKtIyUxMg,180,vehicle running consistently followed by brief speech
23973,9MoATXm3R6s,30,horse clopping along path with woman speaking
23971,9Mj69ULyx0s,80,several ducks quaking
23976,9MzhVye9-Yc,30,a man gives a speech followed by a click
23977,9N1HY2iNYFM,310,several bells playing a melody
23974,9Mq159hKbBM,10,a drill is being used to drill something
23975,9Mw7gh0Vtp8,13,a man briefly talks followed immediately by a car revving a few times
65909,Z_dZ39hC5DM,190,a middle-aged man speaks as a metal is rubbed against metal
65908,Z_dFdFXplGM,230,some liquid splashes while a man speaks
22083,8Rvmjah-Rto,30,a female voice speaking
22082,8RvkjeXK9sg,20,wind is blowing and then thunder claps and a man speaks
22085,8RxNZj_Q9OI,220,a revving engine and a human yell are heard with chirps in background
22084,8RxEn9Cz_-U,70,a child speaking
22087,8S1yNb7XmyY,30,"a train horn blows, a large engine is running, metal scraping occurs, a train crossing bell alarm rings, and an adult male speaks"
22086,8RySPaHEnvA,20,a group of dogs are growling
22089,8S6cPxtWdvY,30,a horse neighs and a person speaks in the background
22088,8S2_r7TcrUc,0,there is a shuffle then a pop
65903,Z_PwuNEgHhM,60,motorcycles take off at the same time going through gears and a lady says something at the end
65902,Z_MIZMSb-68,6,a music is played while something swooshes followed by an explosion and a kid talking
65904,Z_UTff6Ehbc,30,various frogs croaking
65907,Z_WJnk2-lLA,80,a man talks followed by a phone ringing and another man talking
8231,2IsTlP_LtTA,30,vehicle riding pass
15534,5LrHJ3i3rP0,50,fire engine drives with sirens blasting
15533,5LqLTrtNnqI,30,human speech with rushing water
15532,5Lq1beGq42g,23,"splashing and talking, then slow motioned rumblings"
15531,5LpZs9qB2Cw,140,"an engine revs, a man speaks"
8234,2ItmkgyMVHg,22,an engine hums followed by splashing and people speaking
31442,D9D7cU_N1J8,10,a high pitched humming occurs as girls speak and scream then laugh
76440,gD6H4VsJWNQ,40,a child speaks and burps loudly
30678,CjZd3Mod0z0,210,a machine tool making whirring and grinding noises
89666,puLKgWm_89c,40,an engine runs and hissing occurs loudly
75108,fDVCpKQW8w8,440,water splashes and wind blows as a man speaks briefly
75109,fDavvGuwoRE,60,a child girl speaking followed by metallic lid twisting then metal clanking on a porcelain surface
75104,fDMKdqlO7vk,30,multiple vehicle horns blow
75105,fDOUN6bJ9aM,180,a man speaking followed by the fiddling of a door
75106,fDSRbrz1hXA,320,thunder rumbling and rain falling followed by a door opening
75107,fDSsAQnLPwc,80,birds vocalize as a child makes noises
75100,fDEVsK7Ei30,50,pigs oink briefly
75101,fDI9K2bsIkE,390,a person speaks followed by several loud clicks and pops then another person speaks
75102,fDKKm69mTw8,400,rain falls onto a hard surface and vehicles pass by
75103,fDLaJa0EWtU,0,rain falls onto a hard surface and thunder roars
86458,nTj8sRmZba4,30,a low dull swishing sound that is very repetitive
70239,bfNpNTXuWMc,130,children and adults speak with a brief thumping taking place
70238,bfLyux5ybsI,310,people talk while something is fried and objects hit
86450,nTNcxG7z0Sg,80,"the crumpling of paper, followed by the jingling of metal, then the voice of a human male"
86452,nTOx-53xoA4,50,an engine runs and rumbling occurs
86454,nTSJzSXPlqY,0,humming with water splashing and wind blowing
86455,nTXXEnvAiNM,21,a motor runs causing knocking and whistling
