audiocap_id,youtube_id,start_time,caption,dataset_source
92431,s0kZIecuUAQ,380.0,a chainsaw runs cutting a solid object,train
92430,s0iddDFzL9s,30.0,an emergency vehicle siren wails and people speak,train
66313,ZsaUe2EYDqg,0.0,sheeps bleat and people speak,train
66312,ZsW7pRq38MQ,30.0,a construction vehicle operating,train
24379,9_Y6aIbz4zw,0.0,a cat meowing quietly,train
24378,9_SRk-D3Pp8,70.0,steam of water flowing with birds chirping in the background,train
66317,ZsukjbpaN40,540.0,a man narrates a film,train
66316,ZssrLlRDOho,470.0,two women speak on a telephone,train
24375,9_DZ7TIm4sk,30.0,"multiple loud repeating sirens, loud engine noise",train
24374,9_8NGauSj4k,20.0,a man speaking and then repeating himself,train
24377,9_O6dBepSs4,30.0,vehicle running and accelerating quickly,train
24376,9_GkIqp37rw,260.0,high frequency machine gun firing off shots,train
24371,9_4opHDw5cc,0.0,loud banging and popping,train
24370,9_4Gm8RlCa4,30.0,a women speaking,train
24373,9_6NsKyoi4s,30.0,people speaking with a frog croaking,train
24372,9_6DWdRdPM4,90.0,loud snoring followed by speech and more snoring,train
68920,ahwVQsnAe-Q,530.0,a vehicle engine runs while people speak then a vehicle revs loudly,train
68921,ahx0t_ILk9U,120.0,a water tap runs while a man speaks,train
9106,2eZRN-XarKQ,23.0,wind blowing while car passes by,train
68923,ai7-KXtdlwo,410.0,insects buzz and birds chirp while a man speaks,train
68924,ai8hfJt_2Yc,420.0,rustling occurs as wind blows and a woman speaks,train
68925,aiI-PoAeLOQ,30.0,a clock tick-tocks and a man speaks,train
68926,aiK-jM_U4Ik,10.0,a vehicle engine runs and horns honk,train
68927,aiL2NkJRPsA,0.0,large vehicle running,train
68929,aiLgt98HyRM,30.0,a clock tick-tocks continuously and a bell rings,train
28717,Bfwr2k4QX3w,30.0,a man speaks then rumbling occurs and water splashes briefly,train
28716,BfvOdPXuelk,590.0,knocking with some light rustling,train
28715,Bfu7b0O4NcI,50.0,someone roars followed by another one roaring and a baby crying,train
28714,BfsX2juV9O8,30.0,an engine runs and knocks loudly,train
28713,BfsTNagXSg8,40.0,a person is snoring while sleeping,train
28712,BfqB2maNiF8,30.0,a dog barks incessantly as a motor hums along steadily,train
28711,Bfoolw7zBVU,40.0,a fast car accelerates moving away then getting closer and skidding,train
28710,BfnG4NYaCfY,30.0,some birds tweet while metallic objects are hit,train
28719,Bg2K82tpKx8,30.0,ticking and hissing of an idling engine,train
28718,Bg-cs0lzGU8,30.0,a frog croaks repeatedly,train
79610,iSv5wXUGXY0,30.0,male speaking engine running in background then a ding,train
79611,iT-AyWqTMyQ,60.0,a vehicle accelerates and tires squeal repeatedly,train
79612,iT-YsXBx42A,30.0,an emergency vehicle siren sounds loudly nearby,train
79613,iT0AxRX0QO4,10.0,an engine idles and hissing occurs,train
79614,iT4ZV4iFwkU,30.0,a male voice narrating followed by faint cooing in the background,train
79615,iT70ETa1uf8,130.0,a man speaks while a music is played and something is fried,train
438,-9vvYUOEKDA,0.0,laughter from two or more persons,train
439,-9wRxzJ5j_Y,0.0,adult female speaking with children speaking and splashing in water,train
436,-9voLpPOMOw,30.0,large bubbles from a liquid and popping,train
437,-9vtZXolVrA,30.0,animal splashing around and playing in water. birds chirp in the backfground,train
434,-9rZ1l2IbBw,60.0,a very young child is speaking and a soft splat occurs,train
435,-9uphWeIyj8,6.0,several sheeps are bleeting and a person speaks,train
432,-9qj4QwYkZo,30.0,"birds sing, and two people talk while splashing occurs",train
433,-9qnOzVtk6s,30.0,a woman sing and speaks,train
430,-9m_ZmNzBrs,30.0,engine being revved up,train
431,-9qM9_6GMwA,90.0,a sprayer is hissing,train
92292,ruU4UZudlVQ,30.0,a person sneezes and sniffles as another person laughs,train
92291,ruSomcNYBco,8.0,strong wind blowing continuously,train
92290,ruNNjoQFujc,6.0,"rhythmic mechanical whirring occurs, followed by simulated oinks, and an adult male speaks in the background",train
92297,rumyKL1lj_4,300.0,several buses move nearby,train
92296,rueEyBlQSec,30.0,a loud crowd is talking and a steam engine chugs to life,train
92295,ruam3CVUYjI,30.0,people talk while birds tweet far away,train
92294,ruXOdoVYXB8,360.0,a person speaks and then another person laughs,train
92299,ruozr7W4pJI,30.0,a clock tick-tocks and a bell rings,train
92298,ruoy6sI-6T0,180.0,a man speaks and types on a computer keyboard,train
53261,QsQAMB1W0AM,19.0,a man speaks and others laugh while a squeaking occurs,train
29884,CIfWgHzzlYM,30.0,a vehicle engine idles and knocks loudly before accelerating,train
91444,rGwVCwNVtwI,30.0,clicking occurs with a while water flows and splashes,train
93748,t0wsULsz01E,0.0,people speak in the background as a child cries continuously,train
82859,kqPYwyw7-0A,40.0,"a bell rings nearby, after which an item rattles back and forth",train
93746,t0g39V3uoz8,70.0,birds chirp and wind blows while clicking occurs,train
93747,t0l6tta_CY0,380.0,a man speaking followed by loud mechanical humming,train
93744,t0cXpXCiZUU,100.0,an engine sputters as it idles,train
93745,t0cjqUr-5sU,270.0,a vehicle runs and horn honks as a man speaks,train
93743,t0UhCXuzvU4,340.0,rain falls onto a hard surface and thunder roars as wind blows,train
93740,t0LrbzNqC_o,80.0,a motor vehicle is driving on the road with wind noise,train
93741,t0RD4mHCUfA,140.0,a man speaks while cars drive by in the background and a motorcycle is started,train
35470,FQo8jtM3m_0,30.0,a power tool runs briefly as birds chirp,train
35471,FQvNapRP8PU,42.0,an engine running quietly with male speech,train
35476,FR8uZTOtxBo,50.0,geese quacking as wind heavily blows into a microphone while paper and plastic rustle,train
35477,FREM9b8BFqM,100.0,a drill runs briefly,train
23808,9Hsd8zTWYL4,30.0,soft repeated tapping followed by a loud tap,train
23809,9HwsV0U3HDQ,30.0,"a motorboat engine hums and water splashes, then people speak and splash in water",train
94740,tnetRO6T1HM,30.0,a machine clicks twice before a clock sounds followed by music playing,train
23802,9HilZeK0bT8,50.0,a drilling machine powered on,train
23803,9HlD1ku2dmg,20.0,men speak as a motorcycle revs up and idles,train
23800,9HdTAJ2Yomg,10.0,loud popping noises,train
23801,9Hi2Ni6FAm0,10.0,"hissing sound, air being released",train
23806,9HqreasyRf8,0.0,continuous fire of a machine gun,train
23807,9HrvubMvJ94,14.0,an engine speeds up and hums louder as people speak over a radio,train
23804,9HmMi2cbsxk,60.0,wind blows and rustling occurs as birds chirp,train
65839,ZYCjvNaIIjY,0.0,a thud is followed by music and then a gunshot,train
65838,ZY8Ks2nPGM8,100.0,a wheel spinning while a man talks followed by another man talking,train
65831,ZXtn92p5eo0,70.0,a machine humming and buzzing while a man speaks,train
65830,ZXqTmv1vRm4,500.0,insects fly while a man talks,train
65833,ZXy2362uZoQ,440.0,an audience gives applause and cheers,train
65832,ZXx2I5p-AHc,370.0,girls speak and laugh as static occurs,train
65834,ZY1f1lfOASg,20.0,people laugh and breathe heavily,train
65837,ZY6YWhjE11k,550.0,chirping of birds with wind blowing,train
25401,A62Ahz2Q8VY,27.0,engine revving and accelerating away,train
25402,A66oqD2hz4M,30.0,hissing with distant murmuring,train
25403,A67-eip-TiI,30.0,wind blows and a woman speaks,train
25404,A67gLhbz6BY,30.0,a women speaking,train
25405,A6AbEq5FLIk,30.0,a man speaking and water running,train
25406,A6AbPL3P32s,30.0,a man speaking and crowd murmuring,train
25407,A6B9We1cJhc,310.0,a person is playing a video game while making commentary,train
25408,A6BojA7PlHQ,1.0,a young women speaking followed by clanking and a man speaking,train
25409,A6D7qacZSvM,30.0,rustling and clanking,train
42294,JiEaBXU_rEQ,30.0,a woman and man speak while a horse neighs,train
43799,Kg62MGIqlBQ,180.0,a man talks continuously as something sizzles,train
42292,Ji81FYQq7bg,0.0,muffled speech followed by revving and more muffled speech,train
42293,Ji9hkE6xqXA,50.0,goats and cows making noises from a distance,train
94746,tnqba5pTBm8,30.0,a person is crumpling an object,train
42290,Ji2b3BAZCDs,140.0,"a sewing machine sews several times, after which an object is placed down nearby.",train
92051,rj-YudqVLEk,30.0,ducks quack and water splashes,train
49746,OZWsvU0kBPw,30.0,children speak and one cries,train
75878,fnEteFVJO3I,110.0,livestock vocalizes and a bell rings while wind blows,train
75879,fnF_VEik5lw,30.0,a liquid is being sprayed as people speak,train
49748,OZduMS_b1Ms,30.0,an aircraft passes overhead loudly,train
75870,fn2ZJ-9bvIo,8.0,a fast car accelerates while moving away and wind blows,train
75871,fn2nRhA1ESY,0.0,people talk while objects hit,train
75873,fn3iwcnOPrg,90.0,"a car horn sounds, a jackhammer runs, and a metal object hits a metal box",train
75874,fn4kI8RiCFU,40.0,train running down tracks blowing horn windy,train
75875,fn5AxzLlxN4,10.0,people speak then a door opens,train
75876,fnDEzzJ4HZ8,15.0,a muffled vehicle engine running idle before revving several times,train
5357,18G2NHmMGf8,30.0,a loud boat moving over the water,train
79280,iDshjxQKPB4,12.0,pigeons coo and move around as people speak and a high-pitched tone occurs,train
53267,QsXRflfvG6U,200.0,a power tool runs as a man speaks,train
5356,18FN3fDI25A,30.0,animals growl and cats meow and squawk,train
5355,18EtF40fQ80,30.0,man speaking while phone ringing,train
32123,DWAb_kAkK2o,0.0,a person makes a squealy voice followed by an infant laughing,train
32122,DW6AqV1e86Y,30.0,a man speaks continuously,train
32121,DW2hvIp0mns,60.0,a toilet flushes and water drains,train
5354,18Ecd_rbNIY,520.0,applause followed by man speaking,train
32127,DWEfm_UBdu4,20.0,people speak as a sewing machine runs quickly,train
32124,DWC699Srn-8,30.0,a child crying as a woman is laughing,train
1054,-O5cvwVpbX0,30.0,dog breathing and woman speaking in an excited voice,train
32129,DWK0KEyGhW8,280.0,a young boy speaking and crying with a woman speaking,train
32128,DWFfYrMMAvo,40.0,a power tool runs as a man speaks,train
1056,-O7aTNBwnQw,1.0,"man speaking then spraying high pressure device, woman speaking",train
54788,RwRau-PqTDY,30.0,a truck engine idling and vibrating coarsely,train
5350,18A9mTzijVo,20.0,an engine of a vehicle is revving,train
56099,SpHslEQwSqU,9.0,water trickling continuously,train
56095,SpA3BYdb5FY,90.0,a small engine shifts and begins to hum along faster,train
56094,SpA2PsgFnz0,17.0,a vehicle accelerates as wind blows and people speak,train
56097,SpDVsbvRe7o,120.0,a motorcycle engine idles then turns off,train
56096,SpDN6XUSqr8,100.0,"a cat continuously meows, as if it is snoring rhythmically",train
56091,Sozu_e7kYWk,540.0,a man talking and another laughing while bees are lightly buzzing,train
56090,SoyQcsw1C40,25.0,"hissing occurs, and music plays while an adult female speaks",train
56093,Sp-vjYywuho,180.0,a man speaks with a light pop towards the beginning,train
56092,SozxxjfHYK4,8.0,a vehicle moves and an emergency siren is triggered moving away,train
101873,zJ37EKPKP7E,0.0,high frequency vibrations of a small motor with a man speaking,train
101872,zIwj4kyPpzA,10.0,dog growling followed by a series of dog barking,train
101871,zIwa1M5Es88,0.0,a person snoring and breathing,train
57328,TfESpuZhSTE,130.0,a motor engine coming and a beeping noise,train
101876,zJAvcgusUZ8,10.0,"water is splashing and gurgling, while several adult males speak",train
101875,zJ9j-QKVVQ4,30.0,humming of several motorcycles passing by with footsteps,train
101874,zJ8hXQBtM_M,60.0,crinkling and tapping noises followed by an object moving,train
57324,Tf0Qf0NHBuM,12.0,"rubber stretching, a loud pop, a woman speaks",train
57325,Tf33FuBME34,0.0,a man speaks then a pop occurs and he yells,train
101879,zJJwNUC_gRw,40.0,two vehicles driving at a fast rate and accelerating followed by a popping explosion then metal clanking,train
57327,Tf9bLx0mR2A,30.0,a vehicle runs and passes by then people speak,train
57320,Tes3TcqA-BA,8.0,cheery music plays as a girl speaks then a man followed by a pig oinking with the girl and man speaking again,train
57321,TevZ-0vtnjg,140.0,people talk while someone snores,train
57322,TexthQblIVU,13.0,a quick whooshing burst followed by a child speaking,train
57323,TezHS1rnCxY,260.0,a beep is followed by someone talking and men laughing,train
62734,XQEFD8QlS2g,30.0,a baby cries and a woman speaks,train
75258,fKgLRlCjaYA,0.0,"a person speaks, after which a car honks and an man talks, followed by a dog growling and a man speaking",train
75259,fKhG0tRnWJg,0.0,plastic camera muffling followed by a power tool drill running briefly as muffled wood clanking bangs in the background,train
75254,fKUimusF7Cc,190.0,humming of an idling engine speeding up,train
75255,fKY6pnvgCVk,130.0,a person is snoring while sleeping and another person speaks and laughs,train
75256,fKeqEH0Mpno,430.0,two objects are rubbed together continuously,train
75257,fKf4XvM1B80,350.0,"as a great number of flying insects buzz, two adult males speak briefly followed by four clicks",train
75250,fKOzqs3i9CU,30.0,an engine running with bells ringing followed by a loud horn,train
75251,fKPuVSiWpR4,560.0,male speaking and birds chirping,train
75252,fKSUaPHV8Zk,50.0,a baby laughs and a woman speaks,train
75253,fKSVG4gwytw,1.0,an explosion occurs and shattering takes place,train
86528,nWwfz6fP7ok,120.0,a water tap runs and splashes onto a hard surface,train
86529,nX08kCZBuxI,70.0,birds vocalize as a horse gallops causing clip-clopping,train
86520,nWUnmrOJmws,30.0,vehicles move around while people talk,train
86521,nWVV8O6tfXk,30.0,a woman and a kid talk nearby while a frog croaks and people talk far away,train
86522,nWVbQqUiQJM,20.0,a woman talking and a baby laughing alternately after one another,train
86524,nWfj2_qcvH0,80.0,an audience applauds followed by a man talking and then by more laughter,train
86526,nWqfAQjoy3g,510.0,paper shuffling followed by a plate sliding on a surface then paper shuffling and plastic muffling,train
86527,nWt5ZYiAv5M,30.0,some birds tweet far away,train
14068,4inDkxc7whw,25.0,a dog is barking in low frequency while wind is gusting forcefully and a man is saying something softly in the background,train
14069,4ipT5EJU62A,190.0,"people talking, rapid gunfire and a loud boom",train
14066,4ikMsjVwCy8,30.0,a long hiss goes off very several seconds,train
14067,4inDbYLMsk0,480.0,a child giving a speech,train
14064,4ifJddcYemw,30.0,"woman giving speech, cameras snapping",train
14065,4igF87KKgNU,30.0,large stream and heavy wind flutter,train
14062,4idWNR_VKZI,21.0,"wind blowing, a man speaking and a motor boat speeding",train
14063,4ieIQColD34,30.0,"an adult male is speaking, and crackling occurs in the background",train
14060,4icQLZU-QIo,30.0,a woman speaks passionately in an echoing chamber,train
14061,4icugX_Pt3o,230.0,a hose spraying water on a surface while a person talks behind,train
69691,bGDm-DYuk2A,180.0,a man talking followed by a child talking in the distance as footsteps walk on gravel and birds chirp in the background,train
3249,0HzcmunlFf0,20.0,a muffled voice speaks under the sound of an aircraft,train
3248,0Hxth3DK480,140.0,rustling leaves through the trees,train
3243,0HnpB5kc5F0,23.0,a small gas engine is running,train
3242,0Hn-Ltf_1Cs,30.0,water trickling,train
3241,0HmELJ6RgG0,340.0,a young person speaks encouraging a small dog that barks enthusiastically,train
3240,0Hi05VgZn2w,80.0,a drill running then powering down a man speaks after it quits running,train
3247,0HwB7rDcXHU,30.0,a drill being ran in the backgrund,train
3246,0Hupk6kyvgA,30.0,an adult female is speaking,train
3245,0Hr4NeiUvQA,100.0,male speaking with livestock and birds in the background,train
3244,0Hnrufry54I,11.0,some gunshots,train
70752,c1-dHAPBiAg,80.0,people laughing and talking with a crowd laughing faintly,train
81565,jua799hQBTo,20.0,a pigeons vocalizes repeatedly,train
70758,c1KucvdRbE8,60.0,"a woman laughs, and then a man talks as a woman continues to laugh",train
70759,c1NXbFHmoMQ,150.0,a man speaks as a child mumbles and an animal quacks,train
81564,juUe5EknaoU,50.0,a stream of water flows continuoulsy,train
71409,cXCQPFOZ_Ss,2.0,people speaking in the background before a car revs and speeds away,train
71408,cX8PGsN2AwM,60.0,a person burps repeatedly and loudly,train
71405,cX2S0YfAbFE,210.0,a stream of water flows and people speak,train
71404,cX2-_Bu9Ky8,170.0,a church bell ringing joined later by another,train
71407,cX52fXm7o2I,30.0,a man speaks and an audience gives applause,train
71406,cX3Zrrld1Tk,9.0,frogs croak repeatedly,train
71401,cWy2g-szZj8,50.0,brief rattling noises followed by a bleat and then by a child talking,train
71400,cWtGXVtYlrI,110.0,a saw cuts a solid object,train
71403,cX1nYYT9B1A,580.0,men speaking with rapid gunfire and explosions,train
71402,cX0UaeR-pu8,30.0,people speaking with many sheep bleating,train
38774,HSiqSdp5dkk,0.0,a vehicle passes by then a motorcycle engine revs and runs,train
38775,HSj2YbKodxU,70.0,a boat engine runs and wind blows while people speak,train
38776,HSn8n4DsGSg,50.0,man talking and typing on keyboard,train
38777,HSnEf_jVUIg,0.0,"loud, continuous hissing",train
38770,HSfcY8i95u8,10.0,a person types on a computer keyboard rapidly nearby,train
38771,HSgUeaG0z78,30.0,an explosion occurs after people speak and yell,train
38772,HShBgMeRR5o,200.0,a man speaks as birds chirp and sheeps bleat briefly,train
38773,HSioMid2FrI,40.0,birds tweet nearby,train
41922,JUrdLLGJ8ls,230.0,children speak with adults,train
38778,HSrtveZT8us,30.0,a series of incessant quacking sounds,train
76758,gR24WJtEKXQ,30.0,a young baby cries and cries as a woman coos and then yells at the baby,train
76759,gR4Ow6QEH0U,40.0,a couple of deep-sounding snores,train
30563,CfgHSXq0H5A,12.0,a boat engine runs and wind blows,train
30562,CfcVE3mRwy0,30.0,a vehicle engine idling,train
30565,Cfij00R-8Zs,280.0,rattling and rustling with some clicking,train
30567,CfrDDO2umCw,150.0,a bird chirps and ducks quack,train
30566,CfoBd1-xmzg,30.0,rain falls and music plays,train
30569,Cfv9K9qKOg0,0.0,a large truck starts up and begins to drive away,train
76751,gQtZuC6e8p8,460.0,objects are moved around and food sizzles while frying,train
76752,gQvWJwQMIMg,8.0,men yell and fighting is taking place with shots fired and a siren wails,train
76753,gQw3r48xhJA,10.0,wind blows and a man speaks while a engine runs,train
76754,gQwk0Ved2ko,3.0,a motorcycle revs and a man speaks,train
76755,gQxCm-7Ncq8,30.0,women are having a conversation with other voices in the background,train
76756,gR-6K7BKS8U,220.0,a young man speaks with horns honking and speech in the background,train
76757,gR0iGpJIhas,120.0,a small drill spins briefly,train
40144,ILWL0AoA1sM,180.0,a person snores loudly in the distance,train
40145,ILX807Jqc_c,30.0,a woman speaking as air squeaks twice followed by a door opening,train
40146,ILXnLrVlySY,80.0,some women and a kid laugh,train
40147,ILYRIkW0SbM,30.0,a child cries in the background as birds chirp and objects are moved around,train
58793,Ugo9_7spAug,80.0,an object is crumpled and a computerized mans voice speaks,train
40141,ILQfv9o8vnM,140.0,humming then ringing of a telephone and a woman and man speaking over the phone,train
40142,ILRNl2zgB5c,0.0,a frog vocalizes and a person laughs briefly,train
40143,ILVb9cQ-7JM,5.0,wind blows heavily then a train horn sounds briefly,train
10615,3GSTdRrwZc0,30.0,"a dog is panting, and scraping sounds occur",train
40148,ILYfegayIsQ,260.0,a dog barks and breathes heavily as a humming occurs,train
40149,IL_wLVs4pGU,30.0,a person is snoring while people laugh and speak in the background,train
10614,3GP_mBH2D5U,70.0,A train passing in a railroad,train
47497,N5jYhzrKPrg,130.0,objects falling on floor and person laughing,train
47495,N5XlKIX-YFY,10.0,a truck moves at constant pace,train
47493,N5OF1r7IrU0,0.0,buzzing occurs followed by gulping and a frog croak then more buzzing happens and another gulp followed by speech,train
47492,N5MUr9lLjAw,70.0,church bells ring and wind blows,train
47491,N5JpWM00GAE,20.0,children speak as a humming occurs and water splashes,train
47490,N5JOPhGNtfk,30.0,goats bleat and dogs bark as people speak and laugh,train
47499,N5p4RGChMhk,30.0,a child cries and speaks with a man as a television plays,train
47498,N5p-IFDwjd8,80.0,water splashing with e person talking and crumpling and whirring  sounds,train
72981,ddVqNJ0wzIw,0.0,thumping occurs as birds chirp then a metal piece falls onto a hard surface,train
10619,3Gc8iEAZgwk,0.0,relaxing stream sound with a bird call in the distance,train
85879,n2WNdWkjQpE,90.0,objects are hit nearby,train
72982,ddYKdv5Kw90,350.0,a baby whimpers and two women speak,train
72987,ddi-jTn_7NY,70.0,a person talks as water pours out of a faucet and a box drops,train
72986,ddgYLI-VGHk,0.0,two objects are being filed together,train
85873,n2JqR0WrAFA,30.0,a baby cries loudly,train
72988,ddiNRU0uf6w,0.0,a few bees buzz around and fly nearby with a constant hum,train
85871,n2BO2vfUOpQ,100.0,a woman and a child talking and laughing,train
85870,n27YJJTt9-c,30.0,something spray rapidly and a man curses,train
85877,n2Nxt3q1424,30.0,wind blows and birds chirp,train
85876,n2MCSUi-3XE,260.0,thumping followed by beeping,train
13491,4V-tNseH5MA,30.0,birds are chirping,train
13496,4V73A31wI94,20.0,bus goes by in the middle of heavy traffic on the road,train
13497,4VCsYsJIxHU,210.0,"electronic gunfire is occurring, and an adult male shouts in the background",train
58795,Ugv_EqX-I6U,220.0,music plays as a car engine revs up,train
43336,KOUCwcEQOj8,60.0,a car accelerates and skids nearby,train
83099,l1Xw9ZQbs_Q,130.0,two objects are filed together repeatedly,train
13494,4V0keQOlnH8,40.0,a cat is purring,train
43337,KOUyNKxgexU,90.0,insects buzz as a man speaks and a boat engine runs causing water to splash,train
83092,l0w7OHIgF9I,0.0,an engine idling followed by revving and brief laughter,train
83091,l0vqUE7L_JE,20.0,a vehicle accelerates and brakes squeal before a horn honks and a man speaks,train
83090,l0ru0N7vxAc,100.0,water trickles and a man speaks,train
83097,l1K0Z6Lq5xo,30.0,several pigeons are cooing and flapping their wings,train
43334,KOMtpAqmwdw,90.0,a door rattles then closes,train
83095,l1CW-yeY7bw,10.0,people speaking with high pitched squeaking followed by vibrations,train
83094,l1AjDjgE2Ws,30.0,ducks quack continuously,train
43335,KOO6F0sxAnQ,100.0,a man speaking followed by typing on a keyboard,train
20419,7b3TCh2Sxq4,90.0,a person is snoring and breathing,train
43332,KOMWO-ANJIM,430.0,vehicles accelerate and wind blows,train
43333,KOMXxg5Fk8w,0.0,a man speaks then an explosion occurs and people laugh,train
30384,CZcIQR-7gbk,50.0,a man gives a speech,train
30386,CZduJE1L7VE,70.0,a woman speaks and birds vocalize,train
30381,CZVMFTPG_RE,30.0,a dog barks and a woman speaks,train
43330,KOHBP5rtLik,100.0,a man speaks and his speech echoes,train
30383,CZXp6HNV-Cc,190.0,a sequence of gunfire from different sources interspersed with human voices,train
30382,CZWUuz6qNM0,30.0,a woman gives a speech through a microphone,train
43331,KOHnEEAYj3w,30.0,wind blows and an aircraft passes overhead,train
30389,CZp7HDm9or0,30.0,mechanical humming with birds chirping,train
30388,CZmlwUXrG68,12.0,rattling and hissing,train
77809,hAY81dhxq04,40.0,sheeps bleat and an engine runs in the background,train
77808,hAW5WjgC9_4,10.0,a woman briefly talks followed by rapid gunfire,train
77803,hAOeVHrMel0,10.0,a motorcycle engine runs and revs after a man speaks and laughs,train
16006,5ZSh7SW8zXM,27.0,dogs whimper and bark while kids speak,train
77801,hAKThtcd9V0,150.0,some liquid flows while a man and a woman talk,train
77800,hAJK4WheLOo,210.0,wind blows and a man speaks as a vehicle approaches nearby,train
77807,hAW4c7GH5kw,30.0,"a leaf blower starts up, and then a leaf blower blows loudly",train
77806,hAU1FnSOiXo,30.0,a clock tick-tocks continuously,train
77805,hAPZXVNAGSw,10.0,"a large motor vehicle engine is humming and vibrating rhythmically, a hiss occurs, and then the humming and vibration are diminished",train
16007,5ZTzRQzX7b8,30.0,a person speaks followed by some clicking and sliding,train
72325,dAnzN6YAwog,30.0,several compressed air sprays followed by metal clanking and rattling with wood thumping as a crowd of people talk and birds chirp and squawks in the background,train
72324,dAnCtzfLfJw,20.0,a motorcycle engine idles and revs,train
72327,dAtCObpvs58,0.0,a water tap runs onto a hollow surface,train
72326,dApaQscXxG4,5.0,a alarm tick-tocks and sounds,train
72320,dAepTxzUYFQ,10.0,a woman speaking with a series of thumping on a hard surface followed by dogs whimpering and a dog barking in the background,train
72323,dAjxhuLOToc,30.0,some spray is released followed by someone speaking,train
72329,dAvQlUL6Au8,90.0,wind blows and birds tweet while a train moves and the horn is triggered,train
72328,dAtcMm5ENyI,20.0,an infant begins crying,train
16008,5ZWQR0o3yKQ,20.0,a motor vehicle accelearates after some idling,train
16009,5ZYCFhckKnA,10.0,a loud whoosh goes off then fades away and starts up again,train
62739,XQPEZewHVj4,10.0,a bird vocalizes and an object is moved around,train
96436,v7ZJGnb-kzw,20.0,a woman speaks as a water tap runs and splashes,train
35809,FdaZ9-y9ZsM,30.0,a horn honks then people laugh and speak,train
35808,Fda5DR5laUA,130.0,a man speaks as a stream of water flows,train
35801,FdIyohp6JXg,25.0,loud humming and vibrating,train
35800,FdHG1TbGUkc,30.0,a man speaking and woman speaking over machine,train
35803,FdQ8EuAIP0A,180.0,a sewing machine runs repeatedly,train
35802,FdMOMtu0dzU,0.0,a horse neighs and runs causing clip-clopping as wind blows,train
35805,FdUAETG_oVw,24.0,a grown man speaks over some clicking and wind rushing in the background,train
35804,FdSNlRdNtbs,180.0,"a man speaking, accompanied by clicking on a keyboard",train
35807,Fd_tzBN1KEc,0.0,a vehicle accelerates quickly and wind blows,train
35806,Fd_FcYXrzNY,470.0,"a crowd of people are clapping, cheering, and whistling, and an adult male shouts",train
88188,ooiAIRfugkA,570.0,a large bell rings,train
88189,ooriFKeUVtc,160.0,a lady is talking and then a group of birds all flap at the same time,train
62444,XEaUs1HC7N4,30.0,pigeons coo and flap wings while bells ring,train
52349,QGq5_IAKYiI,30.0,an engine works in idle nearby followed by a man talking,train
52348,QGoPDmfciHM,30.0,music plays nearby as artillery fires in the distance,train
69528,b86pOvpCk9o,40.0,people speak in a crowd,train
69527,b83vam0vKRA,190.0,objects are moved around as humming occurs followed by clicking repeatedly,train
69526,b8-W_K15c-k,30.0,a vehicle engine idles and knocks,train
69525,b7vSYR-O1NQ,20.0,a vehicle horn blows then the vehicle accelerates and a man speaks,train
69524,b7uk47ZcNsw,0.0,an explosion happens followed by someone talking,train
69522,b7rx5jbvHAc,30.0,a helicopter engine runs and hisses while humming,train
69520,b7aoRuyqH0Q,20.0,a motor vehicle accelerates and squeaking occurs as bouncing takes place,train
94369,tVah7KttY0c,90.0,birds vocalize as a vehicle runs in the background,train
52344,QGdKAzbdgew,340.0,a woman speaking with faint crinkling plastic,train
52347,QGnOZHqRzpE,8.0,wind blows and a child laughs,train
48496,Nj0l7NxGFFg,20.0,a goat bleats and birds chirp,train
52346,QGn5M12PGbI,10.0,Continuous meowing followed by some footsteps.,train
15966,5YDbq9ayjio,30.0,"an adult male speaks, and a click occurs",train
52341,QGZ1NY74g4I,0.0,food sizzles followed by a click then a man speaking,train
15967,5YFkOvDjIv8,130.0,a insect buzzes while an owl hoots,train
13142,4Kl0-1jMoi0,30.0,man doing a monologue,train
52340,QGTy2Bo9RGM,100.0,water splashes and birds chirp as hissing occurs,train
15968,5YGlLBeT8bA,30.0,people are having an indistinct conversation with a lot of noise in the background,train
20699,7kSJpwZN1ks,390.0,"large metal bells are clanging, and birds are chirping",train
52343,QGcuEU74gV8,30.0,dogs growl and bark,train
15969,5YPeZt6ts-M,30.0,man speaking and waves crashing,train
52342,QGcGHwAg888,30.0,a person is whistling a song,train
13149,4KwY_Fk2vUs,10.0,the joyous giggling of a baby is followed by a cartoonish boing and the laughter of adults,train
17571,6GexxOa8oWQ,17.0,vibrations and rattling from an idling engine,train
17570,6Gd4KJuS4J4,30.0,a man delivering a speech followed by some laughter from a crowd,train
17573,6GoVkgP11Vk,40.0,a woman speaking with birds chirping in the background,train
17572,6GjLoj7qR5w,210.0,"middle age men are heard excitedly communicating with one another, then all of a sudden they're laughing abruptly followed by music being played",train
17575,6Gx6m-jnWpg,30.0,a man with a accent is speaking and daunting an animal while animal is growling and being vocally aggressive,train
17574,6Gr7ccTgv8k,10.0,quick steady vibrations of a sewing machine,train
17577,6H3oX7XeKXs,40.0,a person is snoring then someone abruptly starts chuckling and laughing,train
17576,6Gz8yGdr29s,10.0,"a hum is present, and rustling, wooden thumping, and wooden squeaking are occurring",train
17579,6H7cSN06wA4,30.0,frogs chirping in the background while a loud frog ribbits in the foreground,train
17578,6H7OB9wuXOQ,30.0,a woman giving a speech,train
63951,YGSSV2ZfDro,60.0,A telephone rings twice.,train
94503,tc7fSwwhmmM,40.0,a woman talks while a sewing machine works,train
